Breath,Time,Time_shifted,Delta_shifted
48,2017.7138,181.85490000000004,3.623700000000099
49,2021.7262,185.8673000000001,4.012400000000071
50,2025.6331,189.77420000000006,3.9068999999999505
51,2029.0918,193.23289999999997,3.458699999999908
52,2032.4422,196.5833,3.350400000000036
53,2036.2403,200.38139999999999,3.7980999999999767
54,2040.0427,204.18380000000002,3.802400000000034
55,2043.8708,208.01189999999997,3.8280999999999494
56,2047.4555,211.59660000000008,3.5847000000001117
57,2051.6122,215.75330000000008,4.156700000000001
58,2055.1026,219.24370000000022,3.490400000000136
59,2058.8411,222.98220000000015,3.738499999999931
60,2062.3355,226.4766000000002,3.4944000000000415
61,2065.986,230.12709999999993,3.650499999999738
62,2069.3905,233.53160000000003,3.4045000000000982
63,2073.0833,237.22439999999983,3.6927999999998065
64,2076.5689,240.71000000000026,3.4856000000004315
65,2080.441,244.58209999999985,3.872099999999591
66,2083.9469,248.08799999999997,3.5059000000001106
67,2087.4537,251.59480000000008,3.506800000000112
68,2091.0608,255.20190000000025,3.607100000000173
69,2094.4859,258.6270000000002,3.4250999999999294
70,2098.1989,262.3399999999999,3.712999999999738
71,2101.9279,266.0690000000002,3.729000000000269
72,2105.6973,269.83839999999987,3.7693999999996777
73,2108.6991,272.84019999999987,3.001800000000003
74,2112.5879,276.72900000000004,3.888800000000174
75,2116.1215,280.26260000000025,3.533600000000206
76,2119.3577,283.4988000000001,3.236199999999826
77,2122.9191,287.0602000000001,3.5614000000000487
78,2126.6525,290.7936000000002,3.733400000000074
79,2130.3828,294.5238999999999,3.7302999999997155
80,2133.9638,298.10490000000004,3.581000000000131
81,2137.4696,301.61069999999995,3.5057999999999083
82,2140.717,304.85810000000015,3.247400000000198
83,2144.0481,308.1892,3.3310999999998785
84,2147.6377,311.7788000000003,3.589600000000246
85,2150.9306,315.0717000000002,3.292899999999918
86,2154.5584,318.69949999999994,3.627799999999752
87,2158.0918,322.2329000000002,3.533400000000256
88,2161.5316,325.67269999999985,3.43979999999965
89,2165.3858,329.52690000000007,3.854200000000219
90,2168.6229,332.7639999999999,3.2370999999998276
91,2172.5298,336.67089999999985,3.9068999999999505
92,2175.9099,340.05100000000016,3.3801000000003114
93,2179.6179,343.75900000000024,3.7080000000000837
94,2183.3441,347.48519999999985,3.726199999999608
95,2186.6338,350.7749000000001,3.2897000000002663
96,2189.7756,353.9167,3.1417999999998756
97,2193.2359,357.3770000000002,3.4603000000001884
98,2196.2906,360.43169999999986,3.0546999999996842
99,2199.7499,363.89099999999985,3.4592999999999847
100,2203.6355,367.7765999999999,3.8856000000000677
101,2207.0214,371.16250000000014,3.3859000000002197
102,2210.399,374.54009999999994,3.377599999999802
103,2213.934,378.07510000000025,3.5350000000003092
104,2217.7373,381.87839999999983,3.803299999999581
105,2221.2555,385.39660000000026,3.5182000000004336
106,2225.0487,389.1897999999999,3.793199999999615
107,2228.4891,392.63019999999983,3.440399999999954
108,2232.1926,396.3336999999999,3.7035000000000764
109,2235.8203,399.9613999999999,3.6277000000000044
110,2239.3384,403.47950000000014,3.5181000000002314
111,2242.8537,406.99480000000017,3.5153000000000247
112,2246.5409,410.682,3.687199999999848
113,2250.164,414.30510000000027,3.6231000000002496
114,2253.5127,417.6538000000003,3.348700000000008
115,2257.3637,421.50479999999993,3.850999999999658
116,2260.6871,424.82820000000015,3.3234000000002197
117,2264.371,428.51210000000015,3.683899999999994
118,2267.7447,431.88580000000024,3.373700000000099
119,2271.1568,435.29790000000025,3.4121000000000095
120,2274.7211,438.86220000000026,3.564300000000003
121,2278.296,442.4370999999999,3.574899999999616
122,2282.3116,446.45270000000005,4.015600000000177
123,2285.7231,449.8642000000002,3.41150000000016
124,2289.2526,453.39369999999985,3.5294999999996435
125,2292.6058,456.74689999999987,3.3532000000000153
126,2295.9296,460.0707,3.3238000000001193
127,2299.5016,463.6427000000001,3.5720000000001164
128,2302.92,467.0611000000001,3.4184000000000196
129,2305.9515,470.0926000000002,3.031500000000051
130,2309.546,473.6870999999999,3.594499999999698
131,2312.7277,476.86879999999996,3.1817000000000917
132,2315.8909,480.0319999999999,3.1631999999999607
133,2319.4097,483.5508000000002,3.518800000000283
134,2322.9967,487.1378000000002,3.586999999999989
135,2326.8946,491.03570000000013,3.897899999999936
136,2330.2275,494.3686,3.3328999999998814
137,2333.5861,497.72720000000004,3.358600000000024
138,2337.1745,501.31560000000013,3.5884000000000924
139,2340.7942,504.93529999999987,3.619699999999739
140,2343.8044,507.94550000000004,3.010200000000168
141,2346.9346,511.0757000000001,3.130200000000059
142,2349.8452,513.9863000000003,2.9106000000001586
143,2353.0448,517.1859000000002,3.1995999999999185
144,2356.3761,520.5172,3.3312999999998283
145,2360.288,524.4291000000001,3.9119000000000597
146,2364.0493,528.1904000000002,3.7613000000001193
147,2367.675,531.8161000000002,3.6257000000000517
148,2371.2765,535.4176,3.60149999999976
149,2374.5723,538.7133999999999,3.295799999999872
150,2377.5672,541.7083,2.9949000000001433
151,2381.5183,545.6594000000002,3.951100000000224
152,2384.6484,548.7895000000001,3.1300999999998567
153,2387.868,552.0091,3.2195999999999003
154,2390.8097,554.9507999999998,2.941699999999855
155,2393.6003,557.7414000000001,2.7906000000002678
156,2395.8327,559.9738,2.2323999999998705
157,2398.4559,562.597,2.623199999999997
158,2401.3454,565.4865000000002,2.8895000000002256
159,2405.9347,570.0757999999998,4.589299999999639
160,2411.9727,576.1137999999999,6.038000000000011
161,2417.7668,581.9078999999999,5.794100000000071
162,2423.9061,588.0472000000002,6.139300000000276
163,2428.6501,592.7911999999999,4.743999999999687
164,2433.9522,598.0933000000002,5.302100000000337
165,2438.4171,602.5582000000002,4.464899999999943
166,2442.5472,606.6883,4.130099999999857
167,2445.9758,610.1169000000002,3.4286000000001877
168,190.83803,850.1169000000002,240.0
169,196.50161,855.7804800000002,5.6635800000000245
170,202.04207,861.3209400000003,5.540460000000053
171,208.07501,867.3538800000003,6.032940000000053
172,213.61547,872.8943400000003,5.540459999999939
173,219.27905,878.5579200000003,5.6635800000000245
174,225.43512,884.7139900000003,6.15607
175,230.97558,890.2544500000004,5.540460000000053
176,236.63916,895.9180300000004,5.6635800000000245
177,242.54898,901.8278500000004,5.909819999999968
178,247.96632,907.2451900000003,5.417339999999967
179,253.75302,913.0318900000003,5.786699999999996
180,259.30449,918.5833600000003,5.551469999999995
181,265.13154,924.4104100000003,5.827049999999986
182,270.63957,929.9184400000004,5.508030000000076
183,275.88813,935.1670000000004,5.248559999999998
184,281.02199,940.3008600000004,5.133860000000027
185,286.05812,945.3369900000004,5.036129999999957
186,291.35134,950.6302100000004,5.293220000000019
187,296.64451,955.9233800000004,5.293170000000032
188,301.57196,960.8508300000003,4.927449999999908
189,306.57269,965.8515600000003,5.000729999999976
190,311.10282,970.3816900000003,4.530129999999986
191,315.71995,974.9988200000003,4.617129999999975
192,320.63445,979.9133200000003,4.914500000000089
193,325.21484,984.4937100000003,4.580389999999966
194,329.98798,989.2668500000003,4.773140000000012
195,334.23538,993.5142500000004,4.247400000000084
196,339.1907,998.4695700000004,4.955320000000029
197,343.63092,1002.9097900000004,4.440219999999954
198,347.90516,1007.1840300000003,4.274239999999963
199,352.03729,1011.3161600000003,4.132129999999961
200,356.19656,1015.4754300000003,4.159269999999992
201,360.33225,1019.6111200000003,4.135689999999954
202,364.68254,1023.9614100000003,4.350290000000086
203,368.97497,1028.2538400000003,4.2924299999999675
204,373.24711,1032.5259800000003,4.272140000000036
205,377.71907,1036.9979400000002,4.471959999999854
206,381.86206,1041.1409300000003,4.142990000000054
207,386.05197,1045.3308400000003,4.189910000000054
208,389.99895,1049.2778200000002,3.9469799999999395
209,394.11501,1053.3938800000003,4.116060000000061
210,398.23495,1057.5138200000004,4.119940000000042
211,402.30456,1061.5834300000004,4.0696100000000115
212,406.44475,1065.7236200000004,4.140190000000075
213,410.45596,1069.7348300000003,4.011209999999892
214,414.14083,1073.4197000000004,3.6848700000000463
215,417.85942,1077.1382900000003,3.718589999999949
216,422.02688,1081.3057500000004,4.167460000000119
217,426.30809,1085.5869600000005,4.281210000000101
218,430.41792,1089.6967900000004,4.109829999999874
219,434.41307,1093.6919400000004,3.995149999999967
220,438.1369,1097.4157700000005,3.7238300000001345
221,441.91184,1101.1907100000005,3.774940000000015
222,445.76339,1105.0422600000006,3.8515500000000884
223,449.75919,1109.0380600000005,3.9957999999999174
224,453.6,1112.8788700000005,3.8408099999999195
225,457.13534,1116.4142100000004,3.5353399999999056
226,460.80894,1120.0878100000004,3.6736000000000786
227,464.51127,1123.7901400000005,3.7023300000000745
228,468.03197,1127.3108400000006,3.5207000000000335
229,471.8526,1131.1314700000005,3.8206299999999374
230,475.87131,1135.1501800000005,4.0187100000000555
231,479.29108,1138.5699500000005,3.4197699999999713
232,482.95353,1142.2324000000006,3.6624500000000353
233,486.32478,1145.6036500000005,3.371249999999918
234,489.77574,1149.0546100000006,3.450960000000123
235,493.33707,1152.6159400000006,3.561329999999998
236,496.83233,1156.1112000000007,3.495260000000144
237,500.01804,1159.2969100000007,3.185709999999972
238,503.59706,1162.8759300000006,3.5790199999999004
239,506.91078,1166.1896500000007,3.313720000000103
240,510.15957,1169.4384400000008,3.248790000000099
241,513.29277,1172.5716400000008,3.133199999999988
242,516.53084,1175.809710000001,3.238070000000107
243,519.7853,1179.064170000001,3.2544600000001083
244,522.9731,1182.2519700000012,3.187800000000152
245,526.37765,1185.6565200000011,3.404549999999972
246,530.01407,1189.2929400000012,3.6364200000000437
247,533.37878,1192.6576500000012,3.364710000000059
248,536.82116,1196.1000300000012,3.4423799999999574
249,540.13187,1199.4107400000012,3.310709999999972
250,543.70014,1202.9790100000012,3.568269999999984
251,547.0632,1206.342070000001,3.363059999999905
252,550.36229,1209.641160000001,3.2990899999999783
253,553.68336,1212.962230000001,3.3210699999999633
254,557.06505,1216.3439200000012,3.3816900000001624
255,560.22495,1219.5038200000013,3.159900000000107
256,563.47401,1222.7528800000014,3.2490600000000995
257,566.67702,1225.9558900000013,3.2030099999999493
258,569.96088,1229.2397500000013,3.283860000000004
259,573.23409,1232.5129600000014,3.273210000000063
260,576.34341,1235.6222800000014,3.109320000000025
261,579.62785,1238.9067200000013,3.284439999999904
262,582.67349,1241.9523600000014,3.0456400000000485
263,585.84596,1245.1248300000013,3.1724699999999757
264,588.89802,1248.1768900000013,3.052059999999983
265,592.07774,1251.3566100000012,3.179719999999861
266,595.24907,1254.5279400000013,3.1713300000001254
267,598.4609,1257.7397700000015,3.211830000000191
268,601.14695,1260.4258200000013,2.6860499999997955
269,603.89293,1263.1718000000014,2.745980000000145
270,606.96673,1266.2456000000016,3.0738000000001193
271,609.95096,1269.2298300000016,2.984230000000025
272,613.0351,1272.3139700000015,3.084139999999934
273,616.12176,1275.4006300000015,3.086659999999938
274,619.62445,1278.9033200000015,3.5026900000000296
275,622.87342,1282.1522900000014,3.248969999999872
276,626.38663,1285.6655000000014,3.513210000000072
277,629.39654,1288.6754100000014,3.0099099999999908
278,632.40799,1291.6868600000016,3.0114500000001954
279,635.67677,1294.9556400000015,3.268779999999879
280,638.94792,1298.2267900000015,3.271150000000034
281,642.1965,1301.4753700000015,3.248579999999947
282,645.44139,1304.7202600000014,3.244889999999941
283,648.32196,1307.6008300000015,2.8805700000000343
284,651.25606,1310.5349300000016,2.9341000000001713
285,654.33818,1313.6170500000017,3.0821200000000317
286,657.4766,1316.7554700000017,3.1384199999999964
287,660.44451,1319.7233800000017,2.9679100000000744
288,663.66311,1322.9419800000016,3.218599999999924
289,667.16581,1326.4446800000017,3.5027000000000044
290,670.04824,1329.3271100000015,2.8824299999998857
291,673.51468,1332.7935500000017,3.466440000000148
292,676.45076,1335.7296300000016,2.936079999999947
293,679.52883,1338.8077000000017,3.078070000000025
294,682.69342,1341.9722900000015,3.164589999999862
295,685.54709,1344.8259600000015,2.8536699999999655
296,688.54294,1347.8218100000015,2.9958500000000186
297,691.5237,1350.8025700000014,2.9807599999999184
298,694.25379,1353.5326600000014,2.7300900000000183
299,697.10692,1356.3857900000014,2.8531299999999646
300,700.28776,1359.5666300000016,3.1808400000002166
301,703.24794,1362.5268100000017,2.9601800000000367
302,706.07958,1365.3584500000015,2.8316399999998794
303,708.97451,1368.2533800000015,2.894929999999931
304,711.91336,1371.1922300000015,2.938850000000002
305,715.04664,1374.3255100000015,3.1332800000000134
306,717.96847,1377.2473400000015,2.92183
307,720.95233,1380.2312000000015,2.9838600000000497
308,724.04978,1383.3286500000017,3.097450000000208
309,726.84019,1386.1190600000018,2.7904100000000653
310,729.90254,1389.181410000002,3.0623500000001513
311,732.67036,1391.949230000002,2.767820000000029
312,735.56884,1394.847710000002,2.8984800000000632
313,738.65545,1397.9343200000021,3.0866100000000642
314,741.66091,1400.939780000002,3.0054599999998572
315,744.45464,1403.733510000002,2.793730000000096
316,747.51768,1406.796550000002,3.063040000000001
317,750.24674,1409.525610000002,2.7290599999998904
318,753.21872,1412.4975900000018,2.971979999999803
319,756.19888,1415.4777500000018,2.980160000000069
320,759.20867,1418.487540000002,3.0097900000000664
321,762.18214,1421.4610100000018,2.9734699999999066
322,765.1062,1424.3850700000016,2.9240599999998267
323,767.99879,1427.2776600000016,2.8925899999999274
324,770.87475,1430.1536200000014,2.87595999999985
325,773.69471,1432.9735800000014,2.8199600000000373
326,776.60313,1435.8820000000014,2.9084199999999782
327,779.44541,1438.7242800000015,2.8422800000000734
328,782.41857,1441.6974400000015,2.973160000000007
329,785.43588,1444.7147500000015,3.017309999999952
330,788.34882,1447.6276900000016,2.9129400000001624
331,791.02272,1450.3015900000016,2.6739000000000033
332,794.33106,1453.6099300000014,3.3083399999998164
333,797.01703,1456.2959000000014,2.6859699999999975
334,799.90013,1459.1790000000015,2.883100000000013
335,803.14874,1462.4276100000016,3.248610000000099
336,805.78591,1465.0647800000015,2.637169999999969
337,808.9857,1468.2645700000016,3.199790000000121
338,812.0502,1471.3290700000016,3.0644999999999527
339,814.91106,1474.1899300000016,2.8608600000000024
340,817.74202,1477.0208900000016,2.8309600000000046
341,820.48617,1479.7650400000016,2.7441499999999905
342,823.41464,1482.6935100000014,2.928469999999834
343,826.13087,1485.4097400000014,2.716229999999996
344,828.84161,1488.1204800000014,2.710739999999987
345,831.95492,1491.2337900000016,3.113310000000183
346,834.8262,1494.1050700000014,2.8712799999998424
347,837.8522,1497.1310700000015,3.0260000000000673
348,840.88306,1500.1619300000016,3.030860000000075
349,843.76083,1503.0397000000016,2.877770000000055
350,846.93433,1506.2132000000015,3.1734999999998763
351,849.82502,1509.1038900000015,2.8906899999999496
352,852.48238,1511.7612500000014,2.657359999999926
353,855.53652,1514.8153900000013,3.054139999999961
354,858.26641,1517.5452800000012,2.729889999999841
355,861.15045,1520.429320000001,2.8840399999999136
356,864.34973,1523.6286000000011,3.1992800000000443
357,867.01604,1526.294910000001,2.6663099999998394
358,869.78354,1529.062410000001,2.7674999999999272
359,872.78436,1532.0632300000009,3.000819999999976
360,875.30055,1534.579420000001,2.5161900000000514
361,878.20032,1537.479190000001,2.8997699999999895
362,881.17813,1540.4570000000008,2.977809999999863
363,883.99341,1543.2722800000008,2.8152800000000298
364,886.66515,1545.9440200000008,2.67174
365,889.55716,1548.8360300000008,2.8920100000000275
366,892.60077,1551.879640000001,3.0436100000001716
367,895.19541,1554.474280000001,2.5946400000000267
368,898.16262,1557.441490000001,2.9672100000000228
369,901.27444,1560.5533100000011,3.1118200000000797
370,904.04687,1563.3257400000011,2.7724299999999857
371,907.04589,1566.324760000001,2.999019999999973
372,910.03416,1569.3130300000012,2.988270000000057
373,912.94316,1572.2220300000013,2.9090000000001055
374,915.53777,1574.8166400000014,2.5946100000001024
375,918.32896,1577.6078300000013,2.791189999999915
376,921.32037,1580.5992400000014,2.991410000000087
377,923.84986,1583.1287300000013,2.529489999999896
378,926.61042,1585.8892900000012,2.7605599999999413
379,929.43258,1588.7114500000012,2.82215999999994
380,932.2932,1591.572070000001,2.860619999999926
381,935.20174,1594.480610000001,2.9085399999999026
382,937.83066,1597.109530000001,2.6289200000001074
383,940.69772,1599.9765900000011,2.8670600000000377
384,943.5793,1602.858170000001,2.8815799999999854
385,946.44376,1605.7226300000011,2.864460000000008
386,949.28172,1608.560590000001,2.837959999999839
387,951.84656,1611.125430000001,2.564840000000004
388,954.63223,1613.9111000000012,2.7856700000002093
389,957.46983,1616.748700000001,2.8375999999998385
390,960.05745,1619.336320000001,2.5876200000000154
391,962.95388,1622.232750000001,2.8964300000000094
392,966.24066,1625.519530000001,3.286779999999908
393,969.00771,1628.2865800000009,2.7670499999999265
394,971.8093,1631.088170000001,2.801590000000033
395,974.39901,1633.6778800000009,2.589709999999968
396,977.43848,1636.7173500000008,3.0394699999999375
397,980.3355,1639.6143700000007,2.897019999999884
398,983.01366,1642.2925300000006,2.6781599999999344
399,985.77651,1645.0553800000007,2.7628500000000713
400,988.59766,1647.8765300000007,2.8211499999999887
401,991.52303,1650.8019000000006,2.92536999999993
402,994.33457,1653.6134400000005,2.8115399999999227
403,997.29167,1656.5705400000006,2.957100000000082
404,1000.0551,1659.3339700000006,2.763429999999971
405,1002.7611,1662.0399700000007,2.706000000000131
406,1005.4629,1664.7417700000005,2.701799999999821
407,1008.3435,1667.6223700000005,2.8805999999999585
408,1011.1298,1670.4086700000007,2.7863000000002103
409,1013.9756,1673.2544700000008,2.845800000000054
410,1017.1459,1676.4247700000008,3.1702999999999975
411,1019.9191,1679.1979700000006,2.7731999999998607
412,1022.5936,1681.8724700000007,2.67450000000008
413,1025.7218,1685.0006700000008,3.1282000000001062
414,1028.5626,1687.8414700000008,2.8407999999999447
415,1031.5341,1690.8129700000009,2.9715000000001055
416,1034.2846,1693.5634700000007,2.7504999999998745
417,1036.8065,1696.0853700000007,2.5218999999999596
418,1039.81,1699.0888700000007,3.003500000000031
419,1042.5418,1701.8206700000007,2.731800000000021
420,1045.1822,1704.4610700000007,2.6403999999999996
421,1048.0264,1707.3052700000007,2.8442000000000007
422,1050.8342,1710.1130700000008,2.807800000000043
423,1053.776,1713.0548700000008,2.9418000000000575
424,1056.9132,1716.1920700000007,3.1371999999998934
425,1059.5035,1718.7823700000008,2.59030000000007
426,1062.5349,1721.8137700000009,3.031400000000076
427,1065.0992,1724.378070000001,2.564300000000003
428,1067.81,1727.0888700000007,2.7107999999998356
429,1070.6418,1729.9206700000009,2.8318000000001575
430,1073.7251,1733.003970000001,3.0833000000000084
431,1076.3614,1735.6402700000008,2.636299999999892
432,1078.9905,1738.269370000001,2.6291000000001077
433,1082.1068,1741.3856700000008,3.11629999999991
434,1084.9312,1744.2100700000008,2.8243999999999687
435,1087.676,1746.9548700000007,2.744799999999941
436,1090.3592,1749.6380700000009,2.68320000000017
437,1093.4101,1752.6889700000008,3.050899999999956
438,1096.2001,1755.4789700000008,2.7899999999999636
439,1099.109,1758.3878700000007,2.9088999999999032
440,1101.7794,1761.0582700000007,2.6703999999999724
441,1104.5322,1763.8110700000009,2.7528000000002066
442,1107.3105,1766.5893700000008,2.7782999999999447
443,1110.1855,1769.4643700000008,2.875
444,1113.0869,1772.3657700000008,2.901399999999967
445,1116.0554,1775.3342700000007,2.968499999999949
446,1118.7105,1777.9893700000007,2.6550999999999476
447,1121.572,1780.8508700000007,2.861499999999978
448,1124.66,1783.9388700000009,3.088000000000193
449,1127.2248,1786.5036700000007,2.5647999999998774
450,1130.0951,1789.3739700000008,2.870300000000043
451,1132.7697,1792.0485700000008,2.674600000000055
452,1135.8663,1795.1451700000007,3.096599999999853
453,1138.7557,1798.0345700000007,2.8894000000000233
454,1141.2849,1800.5637700000009,2.5292000000001735
455,1144.0831,1803.3619700000008,2.7981999999999516
456,1147.3429,1806.6217700000009,3.259800000000041
457,1150.1147,1809.3935700000009,2.7717999999999847
458,1153.2854,1812.5642700000008,3.170699999999897
459,1156.3751,1815.6539700000008,3.0896999999999935
460,1159.0028,1818.2816700000008,2.6277000000000044
461,1161.9492,1821.2280700000008,2.9464000000000397
462,1164.6751,1823.9539700000007,2.7258999999999105
463,1167.7077,1826.9865700000007,3.032600000000002
464,1170.6085,1829.8873700000008,2.9008000000001175
465,1173.6759,1832.9547700000007,3.067399999999907
466,1176.3707,1835.6495700000007,2.6947999999999865
467,1179.3184,1838.597270000001,2.947700000000168
468,1182.3002,1841.5790700000007,2.9817999999997937
469,1185.4668,1844.7456700000007,3.1666000000000167
470,1187.9711,1847.2499700000008,2.5043000000000575
471,1190.8356,1850.114470000001,2.8645000000001346
